Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions,,Source:
"????, Bangladesh",7/26/2017,29,25.3,26.7,,35.6,85.63,,,9.2,123.21,,2.4,84,90.62,"Rain, Overcast",,
"????, Bangladesh",7/27/2017,33,27,29.5,,42.1,13.7,,,9.2,150.88,,2.6,68.2,77.7,"Rain, Partially cloudy",,
"????, Bangladesh",7/28/2017,34.5,27,30.5,,43.8,0,,,8.1,136.96,,2.7,63.3,73.5,Partially cloudy,,
"????, Bangladesh",7/29/2017,31.8,26,29,,40.3,11.6,,,6.9,61.36,,2.6,72.1,82.31,"Rain, Partially cloudy",,
"????, Bangladesh",7/30/2017,33,27,28.7,,42.1,18.13,,,13.9,130.83,,2.5,71.1,80.53,"Rain, Partially cloudy",,
"????, Bangladesh",7/31/2017,34,20,29,,45.3,5.4,,,13.9,127.92,,2.6,52.3,81.23,"Rain, Partially cloudy",,
"????, Bangladesh",8/1/2017,33,27,30,,43.8,38,,,11.4,195.92,,2.6,70.7,77.35,"Rain, Partially cloudy",,
"????, Bangladesh",8/2/2017,32.1,27,28.4,,42,60.17,,,11.4,120.83,,2.5,82.6,83.38,"Rain, Overcast",,
"????, Bangladesh",8/3/2017,32.6,27,28.6,,43.8,207.06,,,11.4,140.83,,2.5,76.9,84.85,"Rain, Overcast",,
"????, Bangladesh",8/4/2017,33.2,27,29.4,,43,34.94,,,6.9,124.63,,2.6,78.6,80.01,"Rain, Overcast",,
"????, Bangladesh",8/5/2017,33,28,29.8,,40.1,1.6,,,12.8,115,,2.6,70.2,77.71,"Rain, Partially cloudy",,
"????, Bangladesh",8/6/2017,31.4,27,29.4,,39.3,18.76,,,11.4,164.33,,2.6,76.9,79.32,"Rain, Overcast",,
"????, Bangladesh",8/7/2017,32,26,29.3,,38.9,28.8,,,13.9,168.5,,2.6,76.4,77.51,"Rain, Overcast",,
"????, Bangladesh",8/8/2017,33.7,27.9,30.2,,42.7,11.22,,,13.9,175,,2.6,61.7,75.22,"Rain, Partially cloudy",,
"????, Bangladesh",8/9/2017,34,28,30.3,,43.8,9.39,,,11.4,186.25,,2.6,68.5,75.61,"Rain, Partially cloudy",,
"????, Bangladesh",8/10/2017,33,28,29.5,,45.8,48.68,,,23,186.96,,2.6,81.5,80.32,"Rain, Overcast",,
"????, Bangladesh",8/11/2017,30,27,27.9,,39,43.76,,,16.1,162.88,,2.5,93.4,89.89,"Rain, Overcast",,
"????, Bangladesh",8/12/2017,28.6,25.9,26.9,,36.3,100.66,,,11.4,179.29,,2.1,94.7,91.9,"Rain, Overcast",,
"????, Bangladesh",8/13/2017,33,26,28.1,,42.1,25.66,,,9.2,171,,2.5,86.5,83.65,"Rain, Overcast",,
"????, Bangladesh",8/14/2017,30.3,26,27.8,,38,33.84,,,9.2,104.17,,2.5,81.4,87.96,"Rain, Overcast",,
"????, Bangladesh",8/15/2017,32,27,28.3,,44.2,116.52,,,9.2,152.58,,2.5,85.5,86.92,"Rain, Overcast",,
"????, Bangladesh",8/16/2017,30,26,27.8,,37.4,71.05,,,9.2,118.25,,2.4,78.8,86.56,"Rain, Overcast",,
"????, Bangladesh",8/17/2017,32.2,27,29.3,,40.1,11.38,,,11.4,132.88,,2.6,73.5,77.13,"Rain, Partially cloudy",,
"????, Bangladesh",8/18/2017,33,28,29.4,,40.7,0,,,11.4,122.29,,2.6,73.7,78.88,Partially cloudy,,
"????, Bangladesh",8/19/2017,34,26,29.8,,39.4,1,,,11.4,129.63,,2.7,70.6,72.52,"Rain, Partially cloudy",,
"????, Bangladesh",8/20/2017,34,27,30.4,,43.8,6,,,10.3,147.63,,2.6,68.9,71.81,"Rain, Partially cloudy",,
"????, Bangladesh",8/21/2017,34,27.1,29.5,,42,17.8,,,11.4,121.42,,2.6,65.8,77.05,"Rain, Partially cloudy",,
"????, Bangladesh",8/22/2017,32,26,29,,39.2,115.2,,,11.4,160.25,,2.4,75.9,79.39,"Rain, Overcast",,
"????, Bangladesh",8/23/2017,32.1,25.9,28.2,,39.4,176.24,,,11.4,142.08,,2.6,72.4,85.09,"Rain, Partially cloudy",,
"????, Bangladesh",8/24/2017,33,27,29.4,,42.1,8.1,,,11.4,143.79,,2.6,66.5,78.35,"Rain, Partially cloudy",,
"????, Bangladesh",8/25/2017,33,27,29.7,,43.8,33.79,,,9.2,148.88,,2.7,58.6,79.68,"Rain, Partially cloudy",,
"????, Bangladesh",8/26/2017,33,27.1,29.9,,39.3,1,,,11.4,123.71,,2.6,62.2,75.2,"Rain, Partially cloudy",,
"????, Bangladesh",8/27/2017,33,25.8,28.9,,39.4,49.07,,,11.4,116.42,,2.4,79.8,78.08,"Rain, Overcast",,
"????, Bangladesh",8/28/2017,32,27,29,,39.3,14.56,,,13.9,132.46,,2.6,74.7,78.5,"Rain, Partially cloudy",,
"????, Bangladesh",8/29/2017,32.9,27,29.1,,39.7,40.19,,,11.4,148.13,,2.6,61.9,77.5,"Rain, Partially cloudy",,
"????, Bangladesh",8/30/2017,33,27,29.7,,41.2,15.3,,,8.1,124.33,,2.6,61.5,76.47,"Rain, Partially cloudy",,
"????, Bangladesh",8/31/2017,30.1,26.5,28.2,,37.2,94.5,,,5.8,113.29,,2.4,72.3,85.28,"Rain, Partially cloudy",,
"????, Bangladesh",9/1/2017,32,27.4,29.2,,39.2,87.12,,,11.4,157.79,,2.6,71.1,77.99,"Rain, Partially cloudy",,
"????, Bangladesh",9/2/2017,32.2,27,28.8,,39.6,17.52,,,10,170.75,,2.6,80.8,81.34,"Rain, Overcast",,
"????, Bangladesh",9/3/2017,34.1,27.2,29.7,,45.8,9.56,,,18.3,229.5,,2.6,75.4,81.28,"Rain, Overcast",,
"????, Bangladesh",9/4/2017,35,27,30.3,,43.8,12.55,,,11.4,208.04,,2.7,61.4,74.42,"Rain, Partially cloudy",,
"????, Bangladesh",9/5/2017,35,27.8,30.5,,45.3,2,,,9.2,154.96,,2.6,72.9,73.97,"Rain, Partially cloudy",,
"????, Bangladesh",9/6/2017,33.4,28,30,,42.1,27.6,,,110.5,130.46,,2.6,75.4,76.02,"Rain, Overcast",,
"????, Bangladesh",9/7/2017,33.1,28,29.8,,40,0,,,8.1,136.29,,2.6,75.4,75.2,Overcast,,
"????, Bangladesh",9/8/2017,35,28,30.5,,43.3,0,,,11.4,201.92,,2.6,73.1,73.36,Partially cloudy,,
"????, Bangladesh",9/9/2017,34,28,29.8,,43.5,141.8,,,13.9,180,,2.6,75,76.86,"Rain, Partially cloudy",,
"????, Bangladesh",9/10/2017,32,25,27.7,,40.7,61.91,,,11.4,133.42,,2.4,81.5,85.7,"Rain, Overcast",,
"????, Bangladesh",9/11/2017,27,24.9,26,,30.7,114.61,,,11.4,101.33,,2.2,86,89.72,"Rain, Overcast",,
"????, Bangladesh",9/12/2017,32,25.8,28.4,,39.2,15.82,,,6.9,108.83,,2.6,66.3,80.63,"Rain, Partially cloudy",,
"????, Bangladesh",9/13/2017,33,27,29.1,,42.1,9.09,,,9.2,117.13,,2.6,68.9,79.31,"Rain, Partially cloudy",,
"????, Bangladesh",9/14/2017,33,27,29.8,,40.7,0,,,8.1,122.42,,2.6,69.7,76.48,Partially cloudy,,
"????, Bangladesh",9/15/2017,35,27,29.8,,46.7,0,,,9.2,71.04,,2.6,64.2,78.31,Partially cloudy,,
"????, Bangladesh",9/16/2017,35.1,27.4,31.1,,42.2,0,,,6.9,108.33,,2.6,32.8,69.53,Partially cloudy,,
"????, Bangladesh",9/17/2017,32.1,26,29.1,,40.9,8.74,,,17.2,136.38,,2.5,69.5,80.44,"Rain, Partially cloudy",,
"????, Bangladesh",9/18/2017,34,26,29.2,,40.6,16.37,,,9.2,88.5,,2.6,71.7,74.59,"Rain, Partially cloudy",,
"????, Bangladesh",9/19/2017,31,26,27.7,,39.1,50.52,,,11.4,114.96,,2.5,84.2,86.3,"Rain, Overcast",,
"????, Bangladesh",9/20/2017,30.2,26,28,,37,84.33,,,13.9,118.54,,2.4,83.5,85.25,"Rain, Overcast",,
"????, Bangladesh",9/21/2017,32,26.9,28.9,,39.2,7.49,,,11.4,159.63,,2.6,62.1,79.64,"Rain, Partially cloudy",,
"????, Bangladesh",9/22/2017,34.4,27.4,30.4,,41.3,0,,,6.9,193.71,,2.7,47,72.03,Partially cloudy,,
"????, Bangladesh",9/23/2017,34.4,28,30.6,,42.6,0,,,9.2,211.13,,2.6,27.7,71.4,Partially cloudy,,
"????, Bangladesh",9/24/2017,34.1,28,31.1,,45.3,0,,,9.2,177.46,,2.6,45.2,73.75,Partially cloudy,,
"????, Bangladesh",9/25/2017,35,28,30.3,,44.9,7,,,6.9,81.25,,2.5,66.4,77.85,"Rain, Partially cloudy",,
"????, Bangladesh",9/26/2017,32.9,28,30,,43.2,9.7,,,8.1,148.58,,2.5,68.3,79.68,"Rain, Partially cloudy",,
"????, Bangladesh",9/27/2017,32,28,29.4,,42.3,5.59,,,13.9,89.17,,2.5,68.4,82.34,"Rain, Partially cloudy",,
"????, Bangladesh",9/28/2017,33,26,28.7,,43.8,83.96,,,10.6,103.04,,2.5,86.6,84.14,"Rain, Overcast",,
"????, Bangladesh",9/29/2017,28,25,26.5,,33.6,79.33,,,26.4,187.5,,2.3,89.1,91.77,"Rain, Overcast",,
"????, Bangladesh",9/30/2017,32,26,27.9,,37.9,39.45,,,9.2,132.63,,2.6,75.7,85.12,"Rain, Overcast",,
"????, Bangladesh",10/1/2017,31.6,25,27.1,,39.1,40.33,,,6.9,90.13,,2.3,79.4,87.02,"Rain, Overcast",,
"????, Bangladesh",10/2/2017,33,26,28.5,,39.2,20.71,,,6.9,96.91,,2.6,74.1,77.88,"Rain, Partially cloudy",,
"????, Bangladesh",10/3/2017,34.2,26,29,,42,25.8,,,5.8,77.39,,2.6,54.3,77.43,"Rain, Partially cloudy",,
"????, Bangladesh",10/4/2017,34.7,26.9,30.3,,43.8,0,,,5.8,96.96,,2.6,49.9,75.06,Partially cloudy,,
"????, Bangladesh",10/5/2017,35,27.2,30.5,,44.9,0,,,9.2,102.29,,2.6,56.5,74.2,Partially cloudy,,
"????, Bangladesh",10/6/2017,34.1,27.9,29.4,,43.2,5,,,8.1,105.21,,2.5,66.4,77.62,"Rain, Partially cloudy",,
"????, Bangladesh",10/7/2017,32,27,28.4,,37.9,5.8,,,9.2,140.58,,2.5,75,80.8,"Rain, Partially cloudy",,
"????, Bangladesh",10/8/2017,31,26,28.1,,37.7,4.74,,,13.9,98.63,,2.6,68.5,78.51,"Rain, Partially cloudy",,
"????, Bangladesh",10/9/2017,29,26,27.3,,34.5,109.48,,,10.3,98.04,,2.5,66.7,81.25,"Rain, Partially cloudy",,
"????, Bangladesh",10/10/2017,33,25.8,29.1,,39.4,20,,,9.2,96.68,,2.7,40.5,73.15,"Rain, Partially cloudy",,
"????, Bangladesh",10/11/2017,34.1,26.7,30,,39.6,0,,,11.4,175,,2.6,39.6,70.21,Partially cloudy,,
"????, Bangladesh",10/12/2017,34.3,27,30,,40.7,0,,,11.4,198.38,,2.6,48.3,73.31,Partially cloudy,,
"????, Bangladesh",10/13/2017,34,27,30.4,,40.6,0,,,9.2,219.17,,2.6,41.2,69.25,Partially cloudy,,
"????, Bangladesh",10/14/2017,34,27,30.3,,42.1,0.4,,,9.2,205.38,,2.8,47.9,71.07,"Rain, Partially cloudy",,
"????, Bangladesh",10/15/2017,34,26,29.5,,40.6,3,,,6.9,110.29,,2.5,70.8,75.54,"Rain, Partially cloudy",,
"????, Bangladesh",10/16/2017,33,27,29.5,,40.6,0,,,8.1,26.67,,2.3,57.3,75.43,Partially cloudy,,
"????, Bangladesh",10/17/2017,33,26,30.1,,39.3,0,,,9.2,30,,2.4,35.4,69.82,Partially cloudy,,
"????, Bangladesh",10/18/2017,34,27.6,29.7,,40.6,35.7,,,13.9,107.04,,2.6,65,73.33,"Rain, Partially cloudy",,
"????, Bangladesh",10/19/2017,31,24.8,27.5,,37.7,50.61,,,13.9,103.42,,2.3,81.3,82.3,"Rain, Overcast",,
"????, Bangladesh",10/20/2017,26,24,24.9,,,107.77,,,16.1,98.92,,1.8,92.8,93.43,"Rain, Overcast",,
"????, Bangladesh",10/21/2017,25.1,24,24.5,,,195.51,,,25.3,152.08,,1.6,94.8,92.58,"Rain, Overcast",,
"????, Bangladesh",10/22/2017,29,22,25,,32.8,6.96,,,13.9,209.92,,2.4,69.2,82.52,"Rain, Partially cloudy",,
"????, Bangladesh",10/23/2017,32,23.7,27.5,,35.8,0,,,9.2,135.67,,2.5,30.2,73.91,Partially cloudy,,
"????, Bangladesh",10/24/2017,32,24,27.5,,36.8,0,,,11.4,158.33,,2.2,64.6,76.55,Partially cloudy,,
"????, Bangladesh",10/25/2017,30,24,26.9,,32.8,0,,,6.9,40.42,,2.2,46.8,76.33,Partially cloudy,,
"????, Bangladesh",10/26/2017,32,25,27,,34.9,0,,,8.1,59.17,,2.3,42.3,75.87,Partially cloudy,,
"????, Bangladesh",10/27/2017,31,24,26.4,,33.7,0,,,9.2,111.25,,2.4,28.6,74.11,Partially cloudy,,
"????, Bangladesh",10/28/2017,30.4,23.1,26.1,,32.6,0,,,6.9,47.92,,2.3,27.3,72.46,Partially cloudy,,
"????, Bangladesh",10/29/2017,30,21.2,26,,31.3,0,,,6.9,67.08,,2.3,41.6,69.06,Partially cloudy,,
"????, Bangladesh",10/30/2017,26,21,22.9,,,3.2,,,9.2,76.54,,2.3,75.1,81.94,"Rain, Overcast",,
"????, Bangladesh",10/31/2017,28,19.7,23.7,,29.2,4,,,6.9,108.58,,2.5,35.2,73.41,"Rain, Partially cloudy",,
"????, Bangladesh",11/1/2017,29,20.6,24.7,,29.8,0,,,5.8,48.25,,2.5,14.6,71.79,Clear,,
"????, Bangladesh",11/2/2017,31,21.6,26.1,,32.4,0,,,9.2,61.58,,2.5,3.8,68.17,Clear,,
"????, Bangladesh",11/3/2017,31.1,21.2,26.5,,33,0,,,8.1,61.33,,2.5,1.2,66.31,Clear,,
"????, Bangladesh",11/4/2017,33,22.4,27,,35.8,0,,,9.2,73.58,,2.5,4.6,66.93,Clear,,
"????, Bangladesh",11/5/2017,32.4,23.2,27.3,,34.7,0,,,9.2,94.63,,2.5,4.6,67.01,Clear,,
"????, Bangladesh",11/6/2017,33,22,26.9,,37,0,,,6.9,126.29,,2.6,0,67.84,Clear,,
"????, Bangladesh",11/7/2017,32.2,22,26.9,,33.7,0,,,6.9,51.83,,2.5,1.9,66.84,Clear,,
"????, Bangladesh",11/8/2017,32,22.1,26.7,,33.5,0,,,6.9,45.17,,2.5,2.7,66.18,Clear,,
"????, Bangladesh",11/9/2017,31,21.7,25.8,,33,0,,,9.2,16.21,,2.6,5.9,68.94,Clear,,
"????, Bangladesh",11/10/2017,30.1,21.5,25.8,,30.5,0,,,5.8,16.96,,2.5,4.1,67.85,Clear,,
"????, Bangladesh",11/11/2017,31,20.7,25.9,,31.4,0,,,6.9,71.17,,2.5,21.4,64.11,Clear,,
"????, Bangladesh",11/12/2017,31.2,20.8,26.1,,31.5,0,,,9.2,127.52,,2.6,13.3,63.58,Clear,,
"????, Bangladesh",11/13/2017,32,22.4,26.9,,33.5,0,,,6.9,202.13,,2.6,43.2,59.41,Partially cloudy,,
"????, Bangladesh",11/14/2017,30,22.3,26.3,,31.3,0,,,5.8,101.75,,2.6,50,64.21,Partially cloudy,,
"????, Bangladesh",11/15/2017,26.6,21.6,24.1,,,4.6,,,9.2,111.71,,2.5,81,76.88,"Rain, Overcast",,
"????, Bangladesh",11/16/2017,25,21,22.6,,,13.65,,,9.2,90.21,,2.4,88.6,83.83,"Rain, Overcast",,
"????, Bangladesh",11/17/2017,29,22,25.6,,32,5.09,,,6.9,71.21,,2.5,72.8,79.25,"Rain, Partially cloudy",,
"????, Bangladesh",11/18/2017,31,24,26.7,,34.4,4.97,,,6.9,91.5,,2.5,69.1,76.72,"Rain, Partially cloudy",,
"????, Bangladesh",11/19/2017,32,23.1,26.4,,34.2,0,,,9.2,136.96,,2.3,42.9,74.88,Partially cloudy,,
"????, Bangladesh",11/20/2017,30.6,21.7,25.9,,31.4,0,,,9.2,134.96,,2.4,1.2,69.28,Clear,,
"????, Bangladesh",11/21/2017,29,20,24.2,,29.2,0,,,13.9,197.42,,2.4,0.2,66.72,Clear,,
"????, Bangladesh",11/22/2017,28,17.8,22.9,,28,0,,,11.4,305.21,,2.4,1,61.43,Clear,,
"????, Bangladesh",11/23/2017,28,17,22.4,,28.9,0,,,9.2,296.46,,2,7.8,66.33,Clear,,
"????, Bangladesh",11/24/2017,28,18.8,23,,28.9,0,,,9.2,303.46,,2.1,2.7,69.77,Clear,,
"????, Bangladesh",11/25/2017,28.9,19,22.8,,28.4,0,,,8.1,279.92,,2.1,1.2,65.33,Clear,,
"????, Bangladesh",11/26/2017,29,17.9,22.4,,28.4,0,,,6.9,237.92,,2.3,0,66.01,Clear,,
"????, Bangladesh",11/27/2017,29,18,23.3,,29.5,0,,,10.3,255.17,,2.3,8,67.77,Clear,,
"????, Bangladesh",11/28/2017,28,18.7,22.6,,28.3,0,,,6.9,153.13,,1.4,10.9,72.18,Clear,,
"????, Bangladesh",11/29/2017,27.1,18,21.6,,28.5,0,,,6.9,111.54,,1.3,7.5,81.49,Clear,,
"????, Bangladesh",11/30/2017,28,18,22.2,,28.7,0,,,6.9,279.67,,1.5,5.4,73.71,Clear,,
"????, Bangladesh",12/1/2017,29,16.9,21.9,,29.1,0,,,5.8,173.92,,2.1,0.1,71.06,Clear,,
"????, Bangladesh",12/2/2017,29,17,22.6,,28.8,0,,,6.9,66.22,,2.1,6.7,67.87,Clear,,
"????, Bangladesh",12/3/2017,29,17.8,22.8,,28.6,0,,,5.8,128.29,,2.2,2.8,64.8,Clear,,
"????, Bangladesh",12/4/2017,28,17.3,22.1,,28,0,,,5.8,90.67,,2.1,13.4,68.8,Clear,,
"????, Bangladesh",12/5/2017,28,17,21.6,,27.8,0,,,5.8,74.04,,2.2,2.5,69.37,Clear,,
"????, Bangladesh",12/6/2017,27.9,16.8,21.6,,27.6,0,,,6.9,80.54,,2.4,26.7,67.58,Partially cloudy,,
"????, Bangladesh",12/7/2017,28.3,17,22.6,,28.2,0,,,6.9,104.75,,2.4,25.4,64.83,Partially cloudy,,
"????, Bangladesh",12/8/2017,25.2,20,22.8,,,0,,,5.8,112.5,,2.4,66.2,66.93,Partially cloudy,,
"????, Bangladesh",12/9/2017,23,18.9,21.7,,,13.62,,,11.4,80.92,,2.1,90.1,85.77,"Rain, Overcast",,
"????, Bangladesh",12/10/2017,24,21,22.2,,,71.28,,,10.3,73.54,,2.4,92.5,89.33,"Rain, Overcast",,
"????, Bangladesh",12/11/2017,25,21.8,23.1,,,9.05,,,9.2,225.21,,2.3,79.2,87.76,"Rain, Overcast",,
"????, Bangladesh",12/12/2017,28.2,20.9,24.2,,29.8,0.73,,,5.8,251.58,,1.8,41,74.54,"Rain, Partially cloudy",,
"????, Bangladesh",12/13/2017,28,19.4,23.6,,30.1,0,,,5.8,175.75,,1.6,15.7,79.63,Clear,,
"????, Bangladesh",12/14/2017,29,19,22.9,,29.8,0,,,11.4,142.25,,1.7,16.7,75.31,Clear,,
"????, Bangladesh",12/15/2017,26.9,17,21.2,,27.5,0,,,9.2,220.88,,2,1.2,71.41,Clear,,
"????, Bangladesh",12/16/2017,26,14.9,20.1,,,0,,,5.8,244.04,,2.1,0,68.09,Clear,,
"????, Bangladesh",12/17/2017,25,15.9,20.2,,,0,,,5.8,165,,1.1,27.2,83.27,Partially cloudy,,
"????, Bangladesh",12/18/2017,25,18,20.7,,,0,,,8.1,269.25,,1.6,44.7,79.92,Partially cloudy,,
"????, Bangladesh",12/19/2017,22,17,19,,,0,,,8.1,290.14,,1,65.1,87.63,Partially cloudy,,
"????, Bangladesh",12/20/2017,25.1,16.4,19.5,,,0,,,5.2,181.04,,0.6,52.3,87.45,Partially cloudy,,
"????, Bangladesh",12/21/2017,25.7,16,19.7,,,0,,,6.9,133.38,,1.3,31.2,78.78,Partially cloudy,,
"????, Bangladesh",12/22/2017,27,16.9,21.3,,27.7,0,,,5.8,122.38,,1.6,26.5,75.62,Partially cloudy,,
"????, Bangladesh",12/23/2017,26,17,21.4,,,0,,,5.8,164,,1.7,23.9,74.65,Clear,,
"????, Bangladesh",12/24/2017,28,17,21.5,,29.2,0,,,5.8,282.29,,1.6,23.5,75.89,Clear,,
"????, Bangladesh",12/25/2017,26.1,17,21,,,0,,,6.9,292.63,,1.7,17.6,77.06,Clear,,
"????, Bangladesh",12/26/2017,27,17,21.4,,27.7,0,,,10.3,315.54,,1.6,0,75.9,Clear,,
"????, Bangladesh",12/27/2017,27,16.8,21.2,,27.6,0,,,9.2,257.33,,1.6,0,77.23,Clear,,
"????, Bangladesh",12/28/2017,26,16.9,20.1,,,0,,,9.2,272.5,,1.3,17,83.8,Clear,,
"????, Bangladesh",12/29/2017,28,15.6,20.5,,29.7,0,,,6.9,136.04,,1.2,30,79.9,Partially cloudy,,
"????, Bangladesh",12/30/2017,29,16.6,21.6,,30.3,0,,,8.1,273.63,,1.8,15.6,72.93,Clear,,
"????, Bangladesh",12/31/2017,29,15,21.2,,28.8,0,,,5.8,287.33,,2.2,6.8,66.33,Clear,,
"????, Bangladesh",1/1/2018,26,15,20.3,,,0,,,5.8,226.83,,1.9,36.2,70.46,Partially cloudy,,
"????, Bangladesh",1/2/2018,27,17,21.1,,27.7,0,,,8.1,299,,1.5,49.3,73.47,Partially cloudy,,
"????, Bangladesh",1/3/2018,26,15,19.2,,,0,,,11.4,303.54,,1.6,18.4,69.74,Clear,,
"????, Bangladesh",1/4/2018,22,12.7,15.9,,,0,,,9.2,302.61,,1.7,0,71.72,Clear,,
"????, Bangladesh",1/5/2018,21.7,11,15.4,,,0,,,8.1,298.17,,1,23.2,82.17,Clear,,
"????, Bangladesh",1/6/2018,24,12,17.2,,,0,,,8.1,300.17,,1.7,9,67.11,Clear,,
"????, Bangladesh",1/7/2018,21,10.4,14.9,,,0,,,10.3,294.75,,1.4,12.8,70.67,Clear,,
"????, Bangladesh",1/8/2018,19,9,12.8,7.6,,0,,,11.4,261.67,,1.3,1.2,76.88,Clear,,
"????, Bangladesh",1/9/2018,24,9,15.3,7.6,,0,,,8.1,305.83,,1.4,4.2,74.27,Clear,,
"????, Bangladesh",1/10/2018,21,11,15,,,0,,,6.9,298.33,,1.4,8.3,75.17,Clear,,
"????, Bangladesh",1/11/2018,19,10,14.1,,,0,,,9.2,293.25,,0.6,24.3,85.93,Clear,,
"????, Bangladesh",1/12/2018,21,11,15,,,0,,,6.9,307.29,,0.7,22.8,82.17,Clear,,
"????, Bangladesh",1/13/2018,22,11.9,15.7,,,0,,,6.9,158.71,,0.7,39.5,85.72,Partially cloudy,,
"????, Bangladesh",1/14/2018,19,13,14.8,,,0,,,8.1,271.17,,0.4,57.5,91.25,Partially cloudy,,
"????, Bangladesh",1/15/2018,21.7,11.4,15.3,,,0,,,5.8,232.96,,0.7,31,83.4,Partially cloudy,,
"????, Bangladesh",1/16/2018,25,12,17.6,,,0,,,8.1,210.58,,1.3,20,74.67,Clear,,
"????, Bangladesh",1/17/2018,26,13,18.7,,,0,,,6.9,247.46,,1.1,30.8,76.86,Partially cloudy,,
"????, Bangladesh",1/18/2018,27,14,19.8,,27.3,0,,,6.9,194.38,,1.4,27.6,74.78,Partially cloudy,,
"????, Bangladesh",1/19/2018,27,14,19.7,,27.7,0,,,9.2,313.33,,2,0,69.09,Clear,,
"????, Bangladesh",1/20/2018,25,13,18.5,,,0,,,8.1,274.58,,1.8,5.8,71.04,Clear,,
"????, Bangladesh",1/21/2018,25,12,18.3,,,0,,,9.2,223.33,,1.3,6.3,73.9,Clear,,
"????, Bangladesh",1/22/2018,26,13,18.3,,,0,,,6.9,254.58,,1.1,32.7,77.98,Partially cloudy,,
"????, Bangladesh",1/23/2018,28,15,20.3,,28.6,0,,,8.1,177.08,,1.4,22.3,75.93,Clear,,
"????, Bangladesh",1/24/2018,28,14,19.6,,29.2,0,,,8.1,182.08,,1.5,12,77.4,Clear,,
"????, Bangladesh",1/25/2018,26,16,19.9,,,0,,,6.9,173.33,,2,5,66.42,Clear,,
"????, Bangladesh",1/26/2018,27,14,19.8,,27,0,,,9.2,281.04,,2.3,0,61.85,Clear,,
"????, Bangladesh",1/27/2018,23,14.7,18,,,0,,,11.4,286.54,,2.1,0.1,65.51,Clear,,
"????, Bangladesh",1/28/2018,25,12.4,17.9,,,0,,,9.2,191.38,,1.8,0,66.97,Clear,,
"????, Bangladesh",1/29/2018,25,12.2,18,,,0,,,10.3,180.54,,1.7,0,67.26,Clear,,
"????, Bangladesh",1/30/2018,26,12.9,18.3,,,0,,,9.2,152,,1.7,3.7,67.83,Clear,,
"????, Bangladesh",1/31/2018,26,13.9,19.2,,,0,,,9.2,81.29,,1.4,7,72.5,Clear,,
"????, Bangladesh",2/1/2018,26,14.9,19.9,,,0,,,5.8,146.38,,1.8,0,65.69,Clear,,
"????, Bangladesh",2/2/2018,26,16,20.2,,,0,,,6.9,82.63,,1.3,17.7,75.85,Clear,,
"????, Bangladesh",2/3/2018,26,16,20.3,,,0,,,4.7,75,,0.8,28.1,80.3,Partially cloudy,,
"????, Bangladesh",2/4/2018,28,16,21.2,,28,0,,,8.1,135,,1.5,9.8,72.69,Clear,,
"????, Bangladesh",2/5/2018,28,21,23.2,,29.2,0,,,6.9,150.83,,1.6,29.4,75.83,Partially cloudy,,
"????, Bangladesh",2/6/2018,29,19,22.8,,29.2,0,,,8.1,162.25,,1.4,20.3,71.9,Clear,,
"????, Bangladesh",2/7/2018,29,16,21.7,,29.8,0,,,10.3,110.38,,1.7,22,69.71,Clear,,
"????, Bangladesh",2/8/2018,28.2,18,22.5,,27.8,0,,,9.2,185.83,,2.4,56.5,57.45,Partially cloudy,,
"????, Bangladesh",2/9/2018,28,17,22.2,,28,0,,,5.8,141.38,,2.3,27.7,58.28,Partially cloudy,,
"????, Bangladesh",2/10/2018,29,20.7,23.6,,29.1,2,,,10.3,263.75,,2,39.8,63.81,"Rain, Partially cloudy",,
"????, Bangladesh",2/11/2018,29,18,23,,27.9,0,,,10.3,243.5,,2.4,34,49.22,Partially cloudy,,
"????, Bangladesh",2/12/2018,31,16.6,22.9,,31,0,,,9.2,258.63,,2.2,12.7,55.98,Clear,,
"????, Bangladesh",2/13/2018,30,18,23.3,,29.4,0,,,10.3,299.83,,2.4,20.3,57.24,Clear,,
"????, Bangladesh",2/14/2018,29,18,23,,28.2,0,,,8.1,302.08,,2.4,34,56.64,Partially cloudy,,
"????, Bangladesh",2/15/2018,28,18,22.6,,28,0,,,9.2,266.42,,2.2,0,58.68,Clear,,
"????, Bangladesh",2/16/2018,31,17,22.8,,29.7,0,,,10.3,294.88,,2.3,2.3,52.76,Clear,,
"????, Bangladesh",2/17/2018,30,17,22.3,,30,0,,,8.1,230.46,,2,0,65.38,Clear,,
"????, Bangladesh",2/18/2018,29.2,16.9,22.5,,29.1,0,,,6.9,171.38,,2,2.9,64.22,Clear,,
"????, Bangladesh",2/19/2018,30,17,23.2,,29.7,0,,,9.2,116.63,,2.1,0,58.39,Clear,,
"????, Bangladesh",2/20/2018,32,19,24.8,,32.4,0,,,8.1,157.26,,2,21.1,59.28,Clear,,
"????, Bangladesh",2/21/2018,32.1,20.1,25.4,,33,0,,,8.1,110.06,,2,17.1,61.1,Clear,,
"????, Bangladesh",2/22/2018,33.1,20.2,25.8,,35.4,0,,,6.9,111.44,,2,18.8,62.79,Clear,,
