time, mean_MYD08_D3_6_1_Deep_Blue_Aerosol_Optical_Depth_550_Land_Mean,Station_mean_raw_PM2.5,Maximum Temperature,Minimum Temperature,Average Temperature,Heat Index,Rain Precipitation,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
2017-08-10,0.185312306,24.2,33,28,29.5,45.8,48.68,23,186.96,,2.6,81.5,80.32,"Rain, Overcast"
2017-08-11,0.265312306,33.9,30,27,27.9,39,43.76,16.1,162.88,,2.5,93.4,89.89,"Rain, Overcast"
2017-08-12,0.235312306,28.2,28.6,25.9,26.9,36.3,100.66,11.4,179.29,,2.1,94.7,91.9,"Rain, Overcast"
2017-08-13,0.285312306,35,33,26,28.1,42.1,25.66,9.2,171,,2.5,86.5,83.65,"Rain, Overcast"
2017-08-14,0.421612341,50.7,30.3,26,27.8,38,33.84,9.2,104.17,,2.5,81.4,87.96,"Rain, Overcast"
2017-08-15,0.31731792,38.2,32,27,28.3,44.2,116.52,9.2,152.58,,2.5,85.5,86.92,"Rain, Overcast"
2017-08-16,0.491235124,63.5,30,26,27.8,37.4,71.05,9.2,118.25,,2.4,78.8,86.56,"Rain, Overcast"
2017-08-17,0.361234152,45.8,32.2,27,29.3,40.1,11.38,11.4,132.88,,2.6,73.5,77.13,"Rain, Partially cloudy"
2017-08-18,0.317755975,25.8,33,28,29.4,40.7,0,11.4,122.29,,2.6,73.7,78.88,Partially cloudy
2017-08-19,0.241251232,21,34,26,29.8,39.4,1,11.4,129.63,,2.7,70.6,72.52,"Rain, Partially cloudy"
2017-08-20,0.530000025,28,34,27,30.4,43.8,6,10.3,147.63,,2.6,68.9,71.81,"Rain, Partially cloudy"
2017-08-21,0.332257117,43.9,34,27.1,29.5,42,17.8,11.4,121.42,,2.6,65.8,77.05,"Rain, Partially cloudy"
2017-08-22,0.325413854,42.1,32,26,29,39.2,115.2,11.4,160.25,,2.4,75.9,79.39,"Rain, Overcast"
2017-08-23,0.17657466,24.1,32.1,25.9,28.2,39.4,176.24,11.4,142.08,,2.6,72.4,85.09,"Rain, Partially cloudy"
2017-08-24,0.217924755,25.2,33,27,29.4,42.1,8.1,11.4,143.79,,2.6,66.5,78.35,"Rain, Partially cloudy"
2017-08-25,0.283621835,27.8,33,27,29.7,43.8,33.79,9.2,148.88,,2.7,58.6,79.68,"Rain, Partially cloudy"
2017-08-26,0.201235123,22.5,33,27.1,29.9,39.3,1,11.4,123.71,,2.6,62.2,75.2,"Rain, Partially cloudy"
2017-08-27,0.164539112,18.9,33,25.8,28.9,39.4,49.07,11.4,116.42,,2.4,79.8,78.08,"Rain, Overcast"
2017-08-28,0.201657933,22.1,32,27,29,39.3,14.56,13.9,132.46,,2.6,74.7,78.5,"Rain, Partially cloudy"
2017-08-29,0.388230361,27.8,32.9,27,29.1,39.7,40.19,11.4,148.13,,2.6,61.9,77.5,"Rain, Partially cloudy"
2017-08-30,0.236157933,24.8,33,27,29.7,41.2,15.3,8.1,124.33,,2.6,61.5,76.47,"Rain, Partially cloudy"
2017-08-31,0.271235121,28.7,30.1,26.5,28.2,37.2,94.5,5.8,113.29,,2.4,72.3,85.28,"Rain, Partially cloudy"
2017-09-01,0.687333366,18.5,32,27.4,29.2,39.2,87.12,11.4,157.79,,2.6,71.1,77.99,"Rain, Partially cloudy"
2017-09-02,0.201512313,21.9,32.2,27,28.8,39.6,17.52,10,170.75,,2.6,80.8,81.34,"Rain, Overcast"
2017-09-03,0.440000021,24.8,34.1,27.2,29.7,45.8,9.56,18.3,229.5,,2.6,75.4,81.28,"Rain, Overcast"
2017-09-04,0.381133351,29.5,35,27,30.3,43.8,12.55,11.4,208.04,,2.7,61.4,74.42,"Rain, Partially cloudy"
2017-09-05,1.00296188,42.8,35,27.8,30.5,45.3,2,9.2,154.96,,2.6,72.9,73.97,"Rain, Partially cloudy"
2017-09-06,0.737467534,54.5,33.4,28,30,42.1,27.6,110.5,130.46,,2.6,75.4,76.02,"Rain, Overcast"
2017-09-07,0.738740981,34.2,33.1,28,29.8,40,0,8.1,136.29,,2.6,75.4,75.2,Overcast
2017-09-08,1.16900006,21.1,35,28,30.5,43.3,0,11.4,201.92,,2.6,73.1,73.36,Partially cloudy
2017-09-09,0.181231412,18.1,34,28,29.8,43.5,141.8,13.9,180,,2.6,75,76.86,"Rain, Partially cloudy"
2017-09-10,1.57508584,23.8,32,25,27.7,40.7,61.91,11.4,133.42,,2.4,81.5,85.7,"Rain, Overcast"
2017-09-11,0.91712312,55.3,27,24.9,26,30.7,114.61,11.4,101.33,,2.2,86,89.72,"Rain, Overcast"
2017-09-12,0.23126502,34,32,25.8,28.4,39.2,15.82,6.9,108.83,,2.6,66.3,80.63,"Rain, Partially cloudy"
2017-09-13,0.492546502,44.8,33,27,29.1,42.1,9.09,9.2,117.13,,2.6,68.9,79.31,"Rain, Partially cloudy"
2017-09-14,0.27126502,34.7,33,27,29.8,40.7,0,8.1,122.42,,2.6,69.7,76.48,Partially cloudy
2017-09-15,0.326545086,57.1,35,27,29.8,46.7,0,9.2,71.04,,2.6,64.2,78.31,Partially cloudy
2017-09-16,0.217409147,52.9,35.1,27.4,31.1,42.2,0,6.9,108.33,,2.6,32.8,69.53,Partially cloudy
2017-09-17,0.377000018,43,32.1,26,29.1,40.9,8.74,17.2,136.38,,2.5,69.5,80.44,"Rain, Partially cloudy"
2017-09-18,0.192104122,17.2,34,26,29.2,40.6,16.37,9.2,88.5,,2.6,71.7,74.59,"Rain, Partially cloudy"
2017-09-19,0.172314122,16.6,31,26,27.7,39.1,50.52,11.4,114.96,,2.5,84.2,86.3,"Rain, Overcast"
2017-09-20,0.214152612,23,30.2,26,28,37,84.33,13.9,118.54,,2.4,83.5,85.25,"Rain, Overcast"
2017-09-21,0.450827301,27.8,32,26.9,28.9,39.2,7.49,11.4,159.63,,2.6,62.1,79.64,"Rain, Partially cloudy"
2017-09-22,0.350000017,27.4,34.4,27.4,30.4,41.3,0,6.9,193.71,,2.7,47,72.03,Partially cloudy
2017-09-23,0.450397987,27.3,34.4,28,30.6,42.6,0,9.2,211.13,,2.6,27.7,71.4,Partially cloudy
2017-09-24,0.525146131,50.8,34.1,28,31.1,45.3,0,9.2,177.46,,2.6,45.2,73.75,Partially cloudy
2017-09-25,0.38064505,64,35,28,30.3,44.9,7,6.9,81.25,,2.5,66.4,77.85,"Rain, Partially cloudy"
2017-09-26,0.513933566,80.3,32.9,28,30,43.2,9.7,8.1,148.58,,2.5,68.3,79.68,"Rain, Partially cloudy"
2017-09-27,0.540000026,80.6,32,28,29.4,42.3,5.59,13.9,89.17,,2.5,68.4,82.34,"Rain, Partially cloudy"
2017-09-28,0.740133335,80.6,33,26,28.7,43.8,83.96,10.6,103.04,,2.5,86.6,84.14,"Rain, Overcast"
2017-09-29,0.151236122,16.8,28,25,26.5,33.6,79.33,26.4,187.5,,2.3,89.1,91.77,"Rain, Overcast"
2017-09-30,0.213512231,36.4,32,26,27.9,37.9,39.45,9.2,132.63,,2.6,75.7,85.12,"Rain, Overcast"
2017-10-01,0.223205437,47.3,31.6,25,27.1,39.1,40.33,6.9,90.13,,2.3,79.4,87.02,"Rain, Overcast"
2017-10-02,0.15400083,42.1,33,26,28.5,39.2,20.71,6.9,96.91,,2.6,74.1,77.88,"Rain, Partially cloudy"
2017-10-03,0.22510038,72.7,34.2,26,29,42,25.8,5.8,77.39,,2.6,54.3,77.43,"Rain, Partially cloudy"
2017-10-04,0.199782151,45.6,34.7,26.9,30.3,43.8,0,5.8,96.96,,2.6,49.9,75.06,Partially cloudy
2017-10-05,0.096284036,47.8,35,27.2,30.5,44.9,0,9.2,102.29,,2.6,56.5,74.2,Partially cloudy
2017-10-06,0.247636016,59.5,34.1,27.9,29.4,43.2,5,8.1,105.21,,2.5,66.4,77.62,"Rain, Partially cloudy"
2017-10-07,0.138446756,21.2,32,27,28.4,37.9,5.8,9.2,140.58,,2.5,75,80.8,"Rain, Partially cloudy"
2017-10-08,0.227970143,13,31,26,28.1,37.7,4.74,13.9,98.63,,2.6,68.5,78.51,"Rain, Partially cloudy"
2017-10-09,0.170398226,15,29,26,27.3,34.5,109.48,10.3,98.04,,2.5,66.7,81.25,"Rain, Partially cloudy"
2017-10-10,0.189925699,29,33,25.8,29.1,39.4,20,9.2,96.68,,2.7,40.5,73.15,"Rain, Partially cloudy"
2017-10-11,0.164155308,43.8,34.1,26.7,30,39.6,0,11.4,175,,2.6,39.6,70.21,Partially cloudy
2017-10-12,0.211955571,48.8,34.3,27,30,40.7,0,11.4,198.38,,2.6,48.3,73.31,Partially cloudy
2017-10-13,0.378813561,22.7,34,27,30.4,40.6,0,9.2,219.17,,2.6,41.2,69.25,Partially cloudy
2017-10-14,0.445793156,19.3,34,27,30.3,42.1,0.4,9.2,205.38,,2.8,47.9,71.07,"Rain, Partially cloudy"
2017-10-15,0.778869155,70.5,34,26,29.5,40.6,3,6.9,110.29,,2.5,70.8,75.54,"Rain, Partially cloudy"
2017-10-16,0.764261656,92.1,33,27,29.5,40.6,0,8.1,26.67,,2.3,57.3,75.43,Partially cloudy
2017-10-17,0.487029952,84.6,33,26,30.1,39.3,0,9.2,30,,2.4,35.4,69.82,Partially cloudy
2017-10-18,0.240129198,50.2,34,27.6,29.7,40.6,35.7,13.9,107.04,,2.6,65,73.33,"Rain, Partially cloudy"
2017-10-19,0.140436179,27.3,31,24.8,27.5,37.7,50.61,13.9,103.42,,2.3,81.3,82.3,"Rain, Overcast"
2017-10-20,0.113162351,14.7,26,24,24.9,,107.77,16.1,98.92,,1.8,92.8,93.43,"Rain, Overcast"
2017-10-21,0.092312321,10.7,25.1,24,24.5,,195.51,25.3,152.08,,1.6,94.8,92.58,"Rain, Overcast"
2017-10-22,0.312020354,24.5,29,22,25,32.8,6.96,13.9,209.92,,2.4,69.2,82.52,"Rain, Partially cloudy"
2017-10-23,0.608687675,56.9,32,23.7,27.5,35.8,0,9.2,135.67,,2.5,30.2,73.91,Partially cloudy
2017-10-24,0.967225139,73.5,32,24,27.5,36.8,0,11.4,158.33,,2.2,64.6,76.55,Partially cloudy
2017-10-25,0.784251317,96.6,30,24,26.9,32.8,0,6.9,40.42,,2.2,46.8,76.33,Partially cloudy
2017-10-26,0.685135687,71.3,32,25,27,34.9,0,8.1,59.17,,2.3,42.3,75.87,Partially cloudy
2017-10-27,0.509865365,90.9,31,24,26.4,33.7,0,9.2,111.25,,2.4,28.6,74.11,Partially cloudy
2017-10-28,0.457480964,79.8,30.4,23.1,26.1,32.6,0,6.9,47.92,,2.3,27.3,72.46,Partially cloudy
2017-10-29,0.393700616,84.1,30,21.2,26,31.3,0,6.9,67.08,,2.3,41.6,69.06,Partially cloudy
2017-10-30,0.843533111,56.5,26,21,22.9,,3.2,9.2,76.54,,2.3,75.1,81.94,"Rain, Overcast"
2017-10-31,0.561634107,55.4,28,19.7,23.7,29.2,4,6.9,108.58,,2.5,35.2,73.41,"Rain, Partially cloudy"
2017-11-01,0.36438944,50.6,29,20.6,24.7,29.8,0,5.8,48.25,,2.5,14.6,71.79,Clear
2017-11-02,0.238511494,63,31,21.6,26.1,32.4,0,9.2,61.58,,2.5,3.8,68.17,Clear
2017-11-03,0.150654543,65.3,31.1,21.2,26.5,33,0,8.1,61.33,,2.5,1.2,66.31,Clear
2017-11-04,0.109751979,44.5,33,22.4,27,35.8,0,9.2,73.58,,2.5,4.6,66.93,Clear
2017-11-05,0.133496378,43.4,32.4,23.2,27.3,34.7,0,9.2,94.63,,2.5,4.6,67.01,Clear
2017-11-06,0.108233039,60.4,33,22,26.9,37,0,6.9,126.29,,2.6,0,67.84,Clear
2017-11-07,0.14253013,60.8,32.2,22,26.9,33.7,0,6.9,51.83,,2.5,1.9,66.84,Clear
2017-11-08,0.153449876,57.1,32,22.1,26.7,33.5,0,6.9,45.17,,2.5,2.7,66.18,Clear
2017-11-09,0.204160859,72.8,31,21.7,25.8,33,0,9.2,16.21,,2.6,5.9,68.94,Clear
2017-11-10,0.163029522,71.2,30.1,21.5,25.8,30.5,0,5.8,16.96,,2.5,4.1,67.85,Clear
2017-11-11,0.145052179,75.5,31,20.7,25.9,31.4,0,6.9,71.17,,2.5,21.4,64.11,Clear
2017-11-12,0.122926634,80.5,31.2,20.8,26.1,31.5,0,9.2,127.52,,2.6,13.3,63.58,Clear
2017-11-13,0.113948868,61,32,22.4,26.9,33.5,0,6.9,202.13,,2.6,43.2,59.41,Partially cloudy
2017-11-14,0.080427374,52.2,30,22.3,26.3,31.3,0,5.8,101.75,,2.6,50,64.21,Partially cloudy
2017-11-15,0.190948868,53.5,26.6,21.6,24.1,,4.6,9.2,111.71,,2.5,81,76.88,"Rain, Overcast"
2017-11-16,0.120427374,28,25,21,22.6,,13.65,9.2,90.21,,2.4,88.6,83.83,"Rain, Overcast"
2017-11-17,0.244952882,32,29,22,25.6,32,5.09,6.9,71.21,,2.5,72.8,79.25,"Rain, Partially cloudy"
2017-11-18,0.189253533,46.7,31,24,26.7,34.4,4.97,6.9,91.5,,2.5,69.1,76.72,"Rain, Partially cloudy"
2017-11-19,0.260753207,71,32,23.1,26.4,34.2,0,9.2,136.96,,2.3,42.9,74.88,Partially cloudy
2017-11-20,0.511162357,115.2,30.6,21.7,25.9,31.4,0,9.2,134.96,,2.4,1.2,69.28,Clear
2017-11-21,0.481309302,142.1,29,20,24.2,29.2,0,13.9,197.42,,2.4,0.2,66.72,Clear
2017-11-22,0.593539579,118.4,28,17.8,22.9,28,0,11.4,305.21,,2.4,1,61.43,Clear
2017-11-23,0.719565898,177.7,28,17,22.4,28.9,0,9.2,296.46,,2,7.8,66.33,Clear
2017-11-24,0.538392099,147.1,28,18.8,23,28.9,0,9.2,303.46,,2.1,2.7,69.77,Clear
2017-11-25,0.496868163,147.7,28.9,19,22.8,28.4,0,8.1,279.92,,2.1,1.2,65.33,Clear
2017-11-26,0.445216422,145.8,29,17.9,22.4,28.4,0,6.9,237.92,,2.3,0,66.01,Clear
2017-11-27,0.581784881,127.8,29,18,23.3,29.5,0,10.3,255.17,,2.3,8,67.77,Clear
2017-11-28,0.823675301,248.8,28,18.7,22.6,28.3,0,6.9,153.13,,1.4,10.9,72.18,Clear
2017-11-29,0.628149081,241.5,27.1,18,21.6,28.5,0,6.9,111.54,,1.3,7.5,81.49,Clear
2017-11-30,0.300466226,148.7,28,18,22.2,28.7,0,6.9,279.67,,1.5,5.4,73.71,Clear
2017-12-01,0.166160223,129.2,29,16.9,21.9,29.1,0,5.8,173.92,,2.1,0.1,71.06,Clear
2017-12-02,0.160096158,138.3,29,17,22.6,28.8,0,6.9,66.22,,2.1,6.7,67.87,Clear
2017-12-03,0.222791974,105,29,17.8,22.8,28.6,0,5.8,128.29,,2.2,2.8,64.8,Clear
2017-12-04,0.258035176,116.1,28,17.3,22.1,28,0,5.8,90.67,,2.1,13.4,68.8,Clear
2017-12-05,0.207562876,134.2,28,17,21.6,27.8,0,5.8,74.04,,2.2,2.5,69.37,Clear
2017-12-06,0.262284959,122.8,27.9,16.8,21.6,27.6,0,6.9,80.54,,2.4,26.7,67.58,Partially cloudy
2017-12-07,0.148759681,119.5,28.3,17,22.6,28.2,0,6.9,104.75,,2.4,25.4,64.83,Partially cloudy
2017-12-08,0.35411229,87.6,25.2,20,22.8,,0,5.8,112.5,,2.4,66.2,66.93,Partially cloudy
2017-12-09,0.123428126,42.1,23,18.9,21.7,,13.62,11.4,80.92,,2.1,90.1,85.77,"Rain, Overcast"
2017-12-10,0.127333339,14.2,24,21,22.2,,71.28,10.3,73.54,,2.4,92.5,89.33,"Rain, Overcast"
2017-12-11,0.18501358,35.1,25,21.8,23.1,,9.05,9.2,225.21,,2.3,79.2,87.76,"Rain, Overcast"
2017-12-12,0.541702115,83.3,28.2,20.9,24.2,29.8,0.73,5.8,251.58,,1.8,41,74.54,"Rain, Partially cloudy"
2017-12-13,0.97893049,208.3,28,19.4,23.6,30.1,0,5.8,175.75,,1.6,15.7,79.63,Clear
2017-12-14,0.494687233,203.1,29,19,22.9,29.8,0,11.4,142.25,,1.7,16.7,75.31,Clear
2017-12-15,0.437163439,155.4,26.9,17,21.2,27.5,0,9.2,220.88,,2,1.2,71.41,Clear
2017-12-16,0.533432312,149,26,14.9,20.1,,0,5.8,244.04,,2.1,0,68.09,Clear
2017-12-17,0.577966206,187.6,25,15.9,20.2,,0,5.8,165,,1.1,27.2,83.27,Partially cloudy
2017-12-18,0.472468812,120.9,25,18,20.7,,0,8.1,269.25,,1.6,44.7,79.92,Partially cloudy
2017-12-19,0.357154478,133.5,22,17,19,,0,8.1,290.14,,1,65.1,87.63,Partially cloudy
2017-12-20,0.342558424,154.4,25.1,16.4,19.5,,0,5.2,181.04,,0.6,52.3,87.45,Partially cloudy
2017-12-21,0.329953118,154,25.7,16,19.7,,0,6.9,133.38,,1.3,31.2,78.78,Partially cloudy
2017-12-22,0.346545549,143.7,27,16.9,21.3,27.7,0,5.8,122.38,,1.6,26.5,75.62,Partially cloudy
2017-12-23,0.58857655,157,26,17,21.4,,0,5.8,164,,1.7,23.9,74.65,Clear
2017-12-24,0.504931404,182.6,28,17,21.5,29.2,0,5.8,282.29,,1.6,23.5,75.89,Clear
2017-12-25,0.45254354,155,26.1,17,21,,0,6.9,292.63,,1.7,17.6,77.06,Clear
2017-12-26,0.46290632,162.1,27,17,21.4,27.7,0,10.3,315.54,,1.6,0,75.9,Clear
2017-12-27,0.298635704,176.5,27,16.8,21.2,27.6,0,9.2,257.33,,1.6,0,77.23,Clear
2017-12-28,0.246721033,182.5,26,16.9,20.1,,0,9.2,272.5,,1.3,17,83.8,Clear
2017-12-29,0.182183799,164.6,28,15.6,20.5,29.7,0,6.9,136.04,,1.2,30,79.9,Partially cloudy
2017-12-30,0.142207362,125,29,16.6,21.6,30.3,0,8.1,273.63,,1.8,15.6,72.93,Clear
2017-12-31,0.158852938,143.3,29,15,21.2,28.8,0,5.8,287.33,,2.2,6.8,66.33,Clear
2018-01-01,0.2852583,149,26,15,20.3,,0,5.8,226.83,,1.9,36.2,70.46,Partially cloudy
2018-01-02,0.455336495,169,27,17,21.1,27.7,0,8.1,299,,1.5,49.3,73.47,Partially cloudy
2018-01-03,0.666041125,146.2,26,15,19.2,,0,11.4,303.54,,1.6,18.4,69.74,Clear
2018-01-04,0.504801099,182.1,22,12.7,15.9,,0,9.2,302.61,,1.7,0,71.72,Clear
2018-01-08,0.394121019,204.8,19,9,12.8,,0,11.4,261.67,,1.3,1.2,76.88,Clear
2018-01-09,0.371788386,195.8,24,9,15.3,,0,8.1,305.83,,1.4,4.2,74.27,Clear
2018-01-10,0.730257335,218,21,11,15,,0,6.9,298.33,,1.4,8.3,75.17,Clear
2018-01-11,0.937516804,257,19,10,14.1,,0,9.2,293.25,,0.6,24.3,85.93,Clear
2018-01-12,1.27792719,248.7,21,11,15,,0,6.9,307.29,,0.7,22.8,82.17,Clear
2018-01-13,1.46178072,253.6,22,11.9,15.7,,0,6.9,158.71,,0.7,39.5,85.72,Partially cloudy
2018-01-14,2.03739263,280.5,19,13,14.8,,0,8.1,271.17,,0.4,57.5,91.25,Partially cloudy
2018-01-15,0.852919696,217.9,21.7,11.4,15.3,,0,5.8,232.96,,0.7,31,83.4,Partially cloudy
2018-01-16,0.816006249,207.6,25,12,17.6,,0,8.1,210.58,,1.3,20,74.67,Clear
2018-01-17,0.549701127,221.9,26,13,18.7,,0,6.9,247.46,,1.1,30.8,76.86,Partially cloudy
2018-01-18,0.47852097,160.6,27,14,19.8,27.3,0,6.9,194.38,,1.4,27.6,74.78,Partially cloudy
2018-01-19,0.441511073,156.4,27,14,19.7,27.7,0,9.2,313.33,,2,0,69.09,Clear
2018-01-20,0.53869072,153.5,25,13,18.5,,0,8.1,274.58,,1.8,5.8,71.04,Clear
2018-01-21,0.595222752,212,25,12,18.3,,0,9.2,223.33,,1.3,6.3,73.9,Clear
2018-01-22,0.521427589,220.5,26,13,18.3,,0,6.9,254.58,,1.1,32.7,77.98,Partially cloudy
2018-01-23,0.489175883,200.2,28,15,20.3,28.6,0,8.1,177.08,,1.4,22.3,75.93,Clear
2018-01-24,0.56137096,235.1,28,14,19.6,29.2,0,8.1,182.08,,1.5,12,77.4,Clear
2018-01-25,0.818895798,194.1,26,16,19.9,,0,6.9,173.33,,2,5,66.42,Clear
2018-01-26,0.875544509,126.6,27,14,19.8,27,0,9.2,281.04,,2.3,0,61.85,Clear
2018-01-27,0.723984884,153.7,23,14.7,18,,0,11.4,286.54,,2.1,0.1,65.51,Clear
2018-01-28,0.708101267,176.7,25,12.4,17.9,,0,9.2,191.38,,1.8,0,66.97,Clear
2018-01-29,0.676979711,234,25,12.2,18,,0,10.3,180.54,,1.7,0,67.26,Clear
2018-01-30,1.01054912,277,26,12.9,18.3,,0,9.2,152,,1.7,3.7,67.83,Clear
2018-01-31,1.07428608,207.9,26,13.9,19.2,,0,9.2,81.29,,1.4,7,72.5,Clear
2018-02-01,1.22119569,194.6,26,14.9,19.9,,0,5.8,146.38,,1.8,0,65.69,Clear
2018-02-02,1.96053816,285.7,26,16,20.2,,0,6.9,82.63,,1.3,17.7,75.85,Clear
2018-02-03,1.46317133,284.7,26,16,20.3,,0,4.7,75,,0.8,28.1,80.3,Partially cloudy
2018-02-04,0.916647842,216.1,28,16,21.2,28,0,8.1,135,,1.5,9.8,72.69,Clear
2018-02-05,0.777384556,133.5,28,21,23.2,29.2,0,6.9,150.83,,1.6,29.4,75.83,Partially cloudy
2018-02-06,0.830527269,228,29,19,22.8,29.2,0,8.1,162.25,,1.4,20.3,71.9,Clear
2018-02-07,0.668074803,281,29,16,21.7,29.8,0,10.3,110.38,,1.7,22,69.71,Clear
2018-02-08,0.637578197,109.8,28.2,18,22.5,27.8,0,9.2,185.83,,2.4,56.5,57.45,Partially cloudy
2018-02-09,0.800040766,125,28,17,22.2,28,0,5.8,141.38,,2.3,27.7,58.28,Partially cloudy
2018-02-10,1.37299823,114,29,20.7,23.6,29.1,2,10.3,263.75,,2,39.8,63.81,"Rain, Partially cloudy"
2018-02-11,0.563158401,109,29,18,23,27.9,0,10.3,243.5,,2.4,34,49.22,Partially cloudy
2018-02-12,0.310254728,145.7,31,16.6,22.9,31,0,9.2,258.63,,2.2,12.7,55.98,Clear
2018-02-13,0.419445593,132,30,18,23.3,29.4,0,10.3,299.83,,2.4,20.3,57.24,Clear
2018-02-14,0.470042006,107.5,29,18,23,28.2,0,8.1,302.08,,2.4,34,56.64,Partially cloudy
2018-02-15,0.363413925,123.3,28,18,22.6,28,0,9.2,266.42,,2.2,0,58.68,Clear
2018-02-16,0.345664403,127.1,31,17,22.8,29.7,0,10.3,294.88,,2.3,2.3,52.76,Clear
2018-02-17,0.566467251,157.1,30,17,22.3,30,0,8.1,230.46,,2,0,65.38,Clear
2018-02-18,0.736969731,210.8,29.2,16.9,22.5,29.1,0,6.9,171.38,,2,2.9,64.22,Clear
2018-02-19,0.629686706,166.7,30,17,23.2,29.7,0,9.2,116.63,,2.1,0,58.39,Clear
2018-02-20,0.739966737,205.4,32,19,24.8,32.4,0,8.1,157.26,,2,21.1,59.28,Clear
2018-02-21,0.79667552,172.6,32.1,20.1,25.4,33,0,8.1,110.06,,2,17.1,61.1,Clear
2018-02-22,0.828646022,166,33.1,20.2,25.8,35.4,0,6.9,111.44,,2,18.8,62.79,Clear
2018-02-23,0.745460238,162.7,32.8,19.7,25.3,33.3,0,9.2,161.54,,2.2,0.1,65.29,Clear
2018-02-24,0.713304501,115.1,33,21,26.3,33.5,0,5.8,208.04,,2.2,0.1,68.19,Clear
2018-02-25,0.757904602,147.2,34,20.9,26.8,34.1,0,8.1,165.42,,2,5.6,63.15,Clear
2018-02-26,0.612127443,73.3,31,19.6,25,32.4,17.27,15,172.29,,2.4,43.8,66.87,"Rain, Partially cloudy"
2018-02-27,0.650578634,107.9,32,19.6,25.1,35.8,14,8.1,110.5,,2.2,39.5,74.54,"Rain, Partially cloudy"
2018-02-28,0.55637025,100.4,32,20.9,26.2,33.5,0,8.1,138.04,,2.4,30.1,64.19,Partially cloudy
2018-03-01,1.48977365,127.3,32,20.6,26.2,32,0,9.2,145.88,,2.3,15.7,59.47,Clear
2018-03-02,0.875639448,163.5,33.1,21.4,27,36.5,0,6.9,144.25,,2,12.5,62.18,Clear
2018-03-03,0.599392184,84,35,22,27.7,37.3,0,11.4,217.75,,2.4,8.2,58.58,Clear
2018-03-04,0.446956597,85,36,23.4,28.5,38.9,0,13.9,193.29,,2.3,5.7,61.61,Clear
2018-03-05,0.894554219,75.7,34,24,28.1,36.5,0,11.4,231.29,,2.5,28.9,62.94,Partially cloudy
2018-03-06,0.740519712,110.1,34,22,28.1,33.3,0,8.1,251.25,,2.5,26.3,46.4,Partially cloudy
2018-03-07,0.311654406,105,33,22,27.2,32.3,0,9.2,230.96,,2.5,5.8,46.85,Clear
2018-03-08,0.299257874,102.1,32,18.4,25.9,31.6,0,9.2,214.21,,2.6,0.1,46.37,Clear
2018-03-09,0.513732831,128.8,32.3,20,25.8,34.2,0,11.4,228.5,,2.4,11.3,55.67,Clear
2018-03-10,0.479873494,156,33,19.7,25.7,34,0,12.8,183.75,,2.3,3.8,57.64,Clear
2018-03-11,0.438278603,213.6,34,19.5,26.3,32.5,0,6.9,174.58,,2.4,0,48.79,Clear
2018-03-12,0.67519398,143.8,35,20,27,37.7,0,9.2,185.67,,2.4,17.7,58.17,Clear
2018-03-13,0.582643779,64,35,22,27.4,37.7,0,11.4,187.58,,2.5,33.2,62.79,Partially cloudy
2018-03-14,0.768919844,123.2,35,21,26.6,39.5,0,8.1,116.63,,2.4,23.4,68.53,Clear
2018-03-15,1.4512503,81.2,34.2,23.7,28,35.3,0,11.4,164.65,,2.3,23.5,68.22,Clear
2018-03-16,0.985941075,64.2,32,24.9,28.1,34.9,1,10.3,214.91,,2.5,71.3,66.85,"Rain, Partially cloudy"
2018-03-17,0.76355319,89.6,34,24,28.3,34.6,0.6,9.2,202.08,,2.5,35.3,56.56,"Rain, Partially cloudy"
2018-03-18,0.652641354,125,36,23,28,35.8,0,11.4,146.38,,2.3,34.4,59.83,Partially cloudy
2018-03-19,0.411850169,136,36,23,27.9,38.1,0,11.4,150.92,,2.2,11.4,62.09,Clear
2018-03-20,0.466059883,109,34.1,21.4,27.8,35.1,0,10.3,117.48,,2.4,2.9,55.6,Clear
2018-03-21,0.644652909,161.3,35,21.8,27.8,33.3,0,10.3,156.87,,2.4,6.5,48.47,Clear
2018-03-22,0.907623323,155,34,22.9,28,34.6,0,10.3,164.79,,2.4,13,57.36,Clear
2018-03-23,1.0872245,126.8,36,23,28.8,39.5,0,10.3,166.5,,2.4,18,61.88,Clear
2018-03-24,1.59294003,79.5,35,25,29.2,42,0,9.2,187.71,,2.7,48.8,67.98,Partially cloudy
2018-03-25,0.907159729,125.7,34.4,19.3,28.8,36.6,0,9.2,187.88,,2.3,33.4,63.42,Partially cloudy
2018-03-26,1.69742059,94.1,33.1,24,27.4,35.7,15.6,16.1,140.79,,2.5,68.5,70.43,"Rain, Partially cloudy"
2018-03-27,1.30015095,88,33,22,27,36.1,4,9.2,109.83,,2.5,41,71.05,"Rain, Partially cloudy"
2018-03-28,1.28390137,92.1,34,24,28.6,39.4,0,13.9,188.13,,2.3,56.6,69.87,Partially cloudy
2018-03-29,1.15198348,68,34,25,29.2,40.6,2.5,11.4,187.58,,2.5,69.5,69.43,"Rain, Partially cloudy"
2018-03-30,0.711838097,55.5,33.5,21,26.2,39.3,0.19,18.3,122.21,,2.5,62.6,72.18,"Rain, Partially cloudy"
2018-03-31,1.01654101,47.9,29,18,23.4,30.8,29.89,20.8,84.58,33.3,2.6,61.1,73.32,"Rain, Partially cloudy"
